Total_carbon_emissions,CSR_board_size,Indirect_carbon_emissions,Disclosure_scores,Controversy_level,Disclosure_of_R&D,Renewal_energy,Environmental_scores,Climate_change_policy,Waste_management,Planning_zero_carbon,Issue_green_bonds,Direct_carbon_emissions,MSCI_ESG_index,CSR_commitee,Water_treatment,Scope3_carbon_emissions,Biodiversity,Net_zero_targets,Govt_collaboration,ESG_funds,GHG_sales,Recycling,SDG_targets,Dow_jones_sustainability_index,Energy_conservation,Risk_score
0.0,5,0.0,41.61,3,1,0,16.46,0,1,0,0,0.0,3,1,1,0.0,0,0,0,675,29.94,1,3,1,1,28.52
17.39,4,16.22,41.8,2,0,0,8.4,1,1,0,0,1.17,3,1,1,3.58,0,0,0,712,0.64,0,3,1,1,17.22
1163.68,6,245.66,54.85,2,0,1,46.33,0,1,0,0,918.03,3,1,1,3.59,1,0,1,606,30.13,0,3,1,1,12.06
21.46,0,20.66,46.01,1,0,0,14.32,1,1,1,0,0.8,3,0,1,2.38,0,1,0,841,3.51,0,3,1,1,17.05
10200.0,4,2500.0,49.32,2,0,0,43.34,1,1,0,0,7700.0,3,1,1,27100.0,1,0,0,237,1243.26,0,3,1,1,33.98
2433.23,0,1680.68,59.94,3,1,0,47.72,1,1,0,0,752.55,3,0,1,52049.0,1,1,1,1113,26.49,1,3,1,1,14.72
0.0,3,0.0,48.46,0,0,0,31.17,0,1,0,0,0.0,0,1,1,0.0,1,0,0,142,4.68,0,3,1,1,0.0
0.0,0,0.0,33.25,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,1,0,110,10.01,0,3,1,0,11.48
0.0,0,0.0,44.69,3,0,0,15.61,0,1,0,0,0.0,0,0,0,0.0,0,0,0,103,39.34,0,3,1,1,35.19
1153.65,0,932.82,52.83,0,0,0,32.59,1,1,0,0,220.83,0,0,1,0.0,0,0,0,54,75.6,0,3,1,1,0.0
0.0,0,0.0,40.3,3,1,1,37.18,1,1,0,0,0.0,3,0,1,0.0,1,0,0,1128,12.87,0,3,1,1,28.54
2133.62,0,1195.11,71.19,2,0,0,66.48,1,1,0,0,938.51,3,0,1,4.63,1,0,0,1300,147.83,1,3,1,1,19.93
511.24,5,336.07,47.95,2,0,0,32.35,0,1,0,0,175.17,3,1,1,0.0,0,1,0,241,43.36,0,3,1,1,33.81
510.41,4,310.53,55.13,3,1,0,37.84,1,1,0,0,199.88,3,1,1,11034.5,0,1,1,1372,19.92,1,3,1,1,13.52
0.0,0,0.0,48.08,0,0,0,34.43,1,1,0,0,0.0,0,0,0,0.0,0,1,0,122,24.05,0,3,1,1,29.21
760.26,4,634.47,50.27,2,0,0,34.46,1,1,0,0,125.78,3,1,1,82.1,0,0,0,943,17.91,1,3,1,1,14.43
0.0,0,0.0,41.19,2,0,0,15.95,1,1,0,0,0.0,0,1,1,0.0,0,0,0,112,4.34,0,3,1,1,22.59
235.55,3,171.93,56.0,2,0,0,32.44,1,1,0,0,63.62,3,1,1,11153.6,0,1,0,922,24.57,1,3,1,1,13.76
35.41,0,21.91,53.18,1,0,0,22.8,1,0,0,1,13.5,3,0,1,5.67,0,1,0,847,1.13,0,3,1,1,20.52
381.74,5,355.71,55.9,2,0,0,29.93,1,1,0,1,26.03,3,1,1,146.68,0,1,1,832,12.87,0,3,1,1,18.16
6174.74,0,2343.54,63.08,4,1,0,56.21,0,1,0,0,3831.2,3,0,1,0.0,1,1,0,535,146.43,1,3,1,1,36.67
254.08,4,212.62,46.93,3,0,0,29.78,1,0,0,0,41.46,3,1,0,83.48,0,1,0,723,11.37,0,3,0,1,30.05
132.82,5,131.7,46.68,4,1,1,28.75,1,1,0,0,1.12,3,1,0,3106.73,0,1,0,530,9.85,0,3,1,1,29.23
1270.29,3,31.15,55.74,2,0,0,41.71,1,0,1,0,1239.14,3,1,1,60.53,1,0,0,479,245.07,0,3,1,1,34.0
141.62,0,133.89,35.93,2,0,0,4.59,0,0,0,0,7.73,3,0,0,2648.44,0,0,0,645,18.74,0,3,1,0,15.46
9157.47,5,619.79,51.63,2,1,0,36.42,1,1,0,0,8537.68,3,1,1,8.14,1,0,0,960,526.61,0,3,1,1,25.26
15681.4,6,196.07,49.12,2,0,0,36.67,1,1,0,0,15484.4,0,1,0,12318.1,0,1,0,154,1166.03,1,1,1,1,30.1
669.88,4,0.0,43.01,0,1,1,20.08,1,1,0,0,418.36,0,1,1,21006.1,1,0,0,110,40.43,1,3,1,1,0.0
396.74,6,41.4,49.78,1,0,0,47.36,1,1,0,0,355.35,3,1,1,12803.0,0,0,0,804,51.12,0,3,1,1,18.45
27000.0,7,2050.0,49.37,3,0,0,36.67,1,1,0,0,24950.0,0,1,1,0.0,1,1,0,56,1838.32,0,3,1,1,34.79
181.24,3,156.75,54.05,3,1,0,41.74,0,1,0,0,24.49,3,1,1,213.49,1,1,1,1237,1.72,1,3,1,1,17.54
141.73,5,30.68,54.72,2,1,0,47.75,1,1,1,0,111.05,0,1,1,41.49,0,1,0,86,15.46,1,3,1,1,19.29
0.0,0,0.0,33.28,3,0,0,1.24,0,1,0,0,0.0,3,0,0,0.0,0,0,1,380,57.44,0,3,1,1,32.9
22.27,4,16.93,48.77,1,0,0,17.49,1,1,1,1,5.34,0,1,1,29.43,0,0,0,160,1.71,0,3,1,1,20.03
16550.0,0,799.0,63.44,2,0,1,57.41,1,1,0,0,15751.0,3,0,1,21437.0,1,0,1,932,295.07,1,3,0,1,19.5
708.69,3,177.15,41.69,1,0,0,32.26,1,1,0,0,531.54,0,1,1,0.0,1,0,1,126,28.3,1,3,1,1,13.37
27500.0,4,4500.0,55.21,2,0,0,21.29,1,1,0,0,23000.0,3,1,1,0.0,1,1,1,680,462.79,0,3,1,1,30.05
0.0,4,0.0,40.78,0,0,0,15.8,1,0,0,0,0.0,3,1,0,0.0,0,0,0,56,14.5,1,3,1,1,0.0
4090.49,4,3753.66,57.84,3,1,1,35.03,1,1,0,1,336.83,3,1,1,15640.4,0,1,1,1111,37.49,0,3,1,1,18.48
13.45,3,7.81,49.78,2,0,0,28.06,1,1,0,0,5.64,3,1,0,0.0,0,0,1,1101,9.35,0,1,1,1,23.07
112.32,6,94.94,48.85,2,1,1,26.37,1,1,0,1,17.38,3,1,1,6836.65,1,1,1,1019,6.59,1,3,1,1,12.89
0.0,3,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,20,0.0,0,3,1,0,0.0
659.0,0,348.0,1.0,4,0,0,59.38,1,1,0,0,311.0,3,0,1,42.28,1,0,1,463,271.29,0,3,1,1,29.56
71.56,5,66.46,55.51,3,1,1,44.91,1,1,0,1,5.1,3,1,1,405.91,0,1,1,1522,3.32,0,3,1,1,16.07
94623.8,3,333.77,59.04,2,1,0,53.85,1,1,0,0,94290.0,3,1,1,3168.57,1,1,0,164,9652.77,1,3,1,1,34.82
9.97,0,9.05,50.09,1,0,0,34.94,0,1,0,0,0.92,0,0,1,1.38,0,1,0,286,2.38,0,3,1,1,24.86
1.1,0,0.35,37.39,1,0,0,7.85,1,1,0,0,0.75,3,1,1,1.29,1,0,0,502,0.64,0,3,1,1,21.95
105.22,11,73.79,57.05,1,1,0,39.02,1,1,0,0,31.82,3,1,1,21959.3,0,1,0,913,9.52,1,3,1,1,14.6
1915.0,4,1507.0,61.17,3,0,0,42.4,1,1,0,0,408.0,3,1,1,37882.0,1,1,1,654,14.81,1,3,1,1,18.29
18675.5,3,12190.9,52.9,4,1,1,35.1,1,1,0,0,6484.62,3,1,1,184474.0,0,1,0,621,88.86,1,3,1,1,24.63
1148.1,0,851.03,53.49,2,0,1,34.07,1,1,0,0,597.07,3,0,1,0.0,1,1,0,1164,20.81,1,3,1,1,14.88
16139.4,0,236.15,69.12,2,0,1,56.87,1,1,0,0,16083.2,3,0,1,3502.99,1,0,1,1054,1176.95,0,3,1,1,16.73
0.0,0,0.0,33.3,2,0,0,0.0,0,0,0,0,0.0,3,0,0,0.0,0,0,0,369,5.65,0,3,1,0,29.2
20241.0,0,74.0,69.11,1,1,0,65.75,1,1,0,0,20167.0,3,0,1,29398.0,1,1,1,301,3031.28,0,3,1,1,27.52
776.41,3,694.01,63.94,5,0,1,42.1,1,1,0,1,82.4,3,1,1,2467.85,0,0,1,530,10.72,0,3,1,1,32.84
0.0,4,0.0,41.21,0,0,0,15.61,0,1,0,0,0.0,0,1,0,0.0,0,0,0,117,4.89,0,3,1,1,22.15
1002.7,0,958.05,58.98,1,1,0,48.08,1,1,0,0,44.64,3,0,0,10049.3,0,0,0,717,56.87,1,3,1,1,11.43
0.0,6,0.0,25.32,1,0,0,20.51,1,1,0,0,0.0,3,1,1,0.0,0,0,0,574,27.32,0,1,1,1,23.25
8350.91,0,2172.37,66.86,1,0,0,66.23,1,1,0,0,6178.53,3,0,1,0.0,1,0,0,663,645.43,1,3,1,1,20.68
1020.0,4,640.0,66.45,2,1,0,65.09,1,1,0,0,380.0,3,1,1,6100.0,1,0,1,786,107.36,0,1,1,1,17.56
663.17,0,471.94,63.0,2,1,0,53.07,1,1,0,0,191.23,3,0,1,61400.0,0,1,1,576,32.71,1,3,1,1,15.8
11930.0,6,1500.0,66.28,2,0,0,50.5,1,1,0,0,10430.0,3,1,1,0.0,1,1,0,674,1320.91,0,3,0,1,23.5
91.24,2,74.54,52.56,2,0,0,41.86,1,1,0,0,16.69,0,1,0,5856.96,0,0,0,222,15.15,1,3,1,1,11.63
46.3,4,4.7,34.61,0,0,0,5.59,1,1,0,0,41.6,0,1,1,0.0,0,0,1,92,4.66,0,3,1,1,0.0
37336.5,8,431.3,70.23,2,0,1,57.9,1,1,1,0,36905.2,3,1,1,6445.59,1,1,0,373,3524.73,0,3,1,1,23.7
97.46,4,29.95,66.7,2,0,1,75.6,1,1,0,0,67.51,0,1,1,1036.72,0,1,0,159,15.14,1,3,1,1,16.89
1871.92,3,182.87,49.02,3,0,0,37.0,1,1,0,0,1689.05,0,1,1,459.4,0,1,0,135,132.85,1,3,1,1,25.74
167.04,0,128.13,60.6,2,1,1,46.12,1,1,0,0,38.91,3,0,1,36991.1,0,1,1,608,27.13,1,3,1,1,20.55
2009.37,3,1873.76,55.81,2,1,0,27.33,1,1,0,0,135.62,3,1,1,7079.38,1,1,0,566,277.02,1,3,1,1,20.21
73.5,5,0.0,44.97,2,1,0,17.64,1,1,0,0,0.0,3,1,1,0.0,1,0,0,569,7.66,0,3,1,1,27.3
298.21,5,222.07,49.95,1,0,1,35.73,0,1,0,0,76.13,3,1,1,0.0,0,0,0,1118,45.23,1,3,1,1,18.47
4570.0,4,1590.0,66.14,3,0,1,54.55,1,1,0,0,2980.0,3,1,1,11948.0,1,1,1,844,152.22,1,3,1,1,33.61
1011.0,6,478.0,76.65,3,1,0,74.78,1,1,0,0,533.0,3,1,1,12480.0,1,0,1,968,27.64,1,3,1,1,24.98
698.9,6,330.95,64.86,3,1,1,45.73,1,1,0,0,367.95,3,1,1,0.0,0,0,1,1124,14.65,0,3,1,1,27.84
0.0,4,0.0,48.4,0,0,0,29.66,1,1,0,0,0.0,0,1,1,0.0,1,0,0,90,7.03,0,3,1,1,0.0
0.0,0,0.0,34.04,0,0,0,4.14,0,1,0,0,0.0,0,0,1,0.0,0,0,0,82,33.28,0,3,1,1,0.0
23.3,3,22.0,43.87,4,0,0,28.42,0,1,1,0,1.3,3,1,0,252.0,0,1,0,706,3.12,0,3,1,1,18.94
63.83,4,58.91,69.11,1,1,1,65.09,1,1,0,0,4.92,3,1,0,424.34,0,0,1,1448,4.78,0,3,1,1,12.46
0.0,4,0.0,47.57,2,1,0,20.81,1,1,0,0,105.65,3,1,0,0.0,1,0,0,577,31.95,0,3,1,1,12.97
43.47,0,40.59,69.95,1,1,1,63.73,1,1,0,0,2.88,3,0,1,12241.2,0,0,0,1003,3.12,1,3,1,1,20.09
73.49,5,0.0,43.71,2,1,0,18.54,1,1,1,0,0.0,0,1,1,2559.11,0,1,1,169,6.55,0,3,1,1,26.19
0.0,5,0.0,71.03,2,0,0,73.03,1,1,1,0,0.0,3,1,1,0.0,1,1,1,325,5309.13,0,3,1,1,34.15
0.0,4,0.0,46.41,2,0,0,27.12,1,1,0,0,0.0,3,1,0,0.0,0,1,1,776,0.67,0,3,1,1,17.3
156.02,4,100.17,55.62,2,0,1,41.62,1,1,0,0,55.85,0,1,1,0.0,0,0,0,315,16.5,0,3,1,1,20.45
24200.0,5,9400.0,70.77,1,0,0,57.2,1,1,1,0,14800.0,3,1,1,7600.0,1,0,1,661,2789.28,1,2,1,1,10.81
0.0,5,0.0,0.0,3,0,0,0.0,0,0,0,0,0.0,3,1,0,0.0,0,0,1,52,60.66,0,3,1,0,29.74
21800.0,4,4400.0,78.94,3,0,0,79.22,1,1,1,0,17400.0,3,1,1,47500.0,1,1,1,254,2112.6,0,3,1,1,24.78
0.0,0,0.0,45.99,0,0,0,53.76,0,1,0,0,0.0,0,0,1,0.0,0,0,0,68,0.0,0,3,1,1,0.0
0.0,4,0.0,40.42,1,0,0,15.04,1,0,0,0,0.0,3,1,0,0.0,0,0,0,380,4.74,0,3,1,0,21.71
0.0,5,0.0,56.17,2,0,0,29.39,1,1,0,1,0.0,3,1,1,0.0,0,0,1,848,2.29,0,3,1,1,19.22
0.0,0,0.0,37.62,2,0,1,2.75,1,1,0,0,0.0,3,0,1,0.0,0,1,1,757,19.16,0,3,1,1,22.23
6621.31,0,6576.24,58.69,4,0,1,0.0,1,1,1,1,45.07,3,0,1,9503.0,1,1,1,1490,30.27,1,0,1,1,24.14
0.0,0,0.0,27.78,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,1,116,17.41,0,1,1,0,22.37
0.0,8,0.0,67.35,2,1,1,68.35,1,1,0,0,0.0,3,1,1,0.0,1,0,1,270,16.46,0,3,1,1,23.99
0.0,3,0.0,51.55,3,1,1,23.62,1,1,1,0,0.0,3,1,1,0.0,1,1,1,1314,144.93,1,3,1,1,30.28
28304.9,6,74.98,54.11,2,1,0,40.98,1,1,1,0,28229.9,3,1,1,18828.0,1,1,0,272,5213.11,0,3,1,1,29.44
29061.0,5,251.0,61.22,2,1,1,55.81,1,1,1,0,28810.0,0,1,1,12907.0,0,1,1,194,1145.27,0,3,1,1,29.1
56719.9,5,318.78,66.02,2,0,1,58.05,1,1,0,0,56401.1,3,1,1,35589.5,1,1,0,339,3977.78,0,1,1,1,25.81
98.22,6,80.28,57.81,2,1,1,46.36,1,1,0,0,17.94,3,1,1,0.85,0,1,1,1091,2.65,1,3,1,1,18.38
0.0,0,0.0,31.56,1,0,0,0.33,0,0,0,0,0.0,3,0,0,0.0,0,0,0,331,4.35,0,3,1,0,29.09
90.34,4,73.32,42.13,2,1,1,21.75,1,0,1,1,17.01,3,1,0,454.03,1,1,1,663,2.04,0,3,0,1,25.32
0.0,4,0.0,55.83,0,0,0,40.38,1,0,0,0,0.0,3,1,1,0.0,1,0,1,1086,114.63,0,3,1,1,10.94
0.0,3,0.0,42.61,2,0,0,10.66,1,1,0,0,0.0,3,1,0,0.0,0,0,0,839,1.4,0,3,1,1,22.61
0.0,3,0.0,63.26,3,1,1,46.87,1,0,0,0,0.0,3,1,0,0.0,0,0,0,751,0.67,0,3,1,0,12.32
289.0,5,156.0,64.96,3,0,0,53.31,0,1,1,1,133.0,3,1,1,3064.5,0,1,0,1224,13.1,1,3,1,1,22.04
387.52,4,349.46,57.97,2,0,0,62.64,1,1,0,0,38.06,3,1,1,410.59,0,0,0,526,41.96,1,3,1,1,21.58
350.12,3,182.19,54.23,0,0,1,37.21,1,0,0,1,167.94,3,1,1,0.0,0,1,0,828,56.84,1,3,1,1,23.78
0.0,0,0.0,32.59,0,0,0,0.48,0,1,0,0,0.0,0,0,0,0.0,0,0,0,76,53.91,0,3,1,0,0.0
85.5,4,73.7,49.19,2,0,1,31.83,1,1,0,0,11.8,3,1,1,947.3,0,0,0,1067,0.73,0,3,1,1,11.48
0.0,0,0.0,54.36,3,1,1,48.05,1,1,1,1,0.0,3,0,1,0.0,1,1,1,1383,3.6,1,3,1,1,16.41
193.28,3,149.3,60.38,1,1,1,38.63,1,1,0,0,43.98,3,1,1,0.0,0,0,0,1221,9.96,1,3,1,1,11.56
0.0,6,0.0,45.84,2,1,0,34.76,0,1,0,0,314.9,3,1,1,2125.26,1,0,0,325,36.94,1,3,1,1,26.47
16000.0,6,2300.0,56.16,3,1,0,44.76,1,1,0,0,13700.0,3,1,1,67401.2,1,0,1,610,221.02,1,3,1,1,36.4
0.0,6,0.0,34.65,1,0,0,1.24,0,1,0,0,0.0,3,1,1,0.0,0,0,0,390,34.37,0,3,1,1,9.94
0.0,0,0.0,35.48,2,0,0,5.68,1,0,0,0,0.0,3,0,0,0.0,0,0,0,646,8.16,0,3,1,1,21.75
0.0,0,0.0,34.32,0,0,0,2.08,1,1,0,0,0.0,0,0,1,0.0,0,0,0,116,11.28,0,3,1,1,0.0
16.8,4,14.67,50.4,3,0,0,29.39,1,1,0,0,2.13,3,1,1,334.15,0,0,0,546,1.94,0,3,1,1,24.59
0.0,5,0.0,71.55,3,1,1,60.5,1,1,0,0,0.0,3,1,1,0.0,0,1,1,829,45.5,1,3,1,1,22.07
393.0,4,290.0,56.1,3,1,1,47.39,1,1,0,0,103.0,0,1,1,3150.0,1,1,0,179,56.23,0,3,1,1,16.95
0.0,0,0.0,41.64,1,0,0,15.95,1,1,0,0,0.0,3,0,0,0.0,0,1,0,1050,8.94,0,3,1,1,13.97
0.0,3,0.0,38.58,2,0,0,15.55,0,0,0,0,0.0,0,1,1,0.0,0,0,0,112,10.06,0,3,1,0,13.0
221.04,0,189.67,46.15,2,0,0,27.39,0,1,0,0,31.37,3,0,0,0.0,0,0,0,659,18.55,1,3,1,1,11.34
59.72,4,33.18,45.54,1,0,0,35.79,1,1,0,0,26.53,3,1,1,0.0,0,0,0,482,9.52,1,3,1,1,19.14
0.0,4,0.0,57.91,1,0,0,38.33,1,1,0,0,0.0,3,1,1,0.0,1,0,0,557,51.42,1,3,1,1,15.35
0.0,2,0.0,51.74,2,1,0,41.53,1,1,0,0,0.0,0,1,1,0.0,1,0,1,109,1085.79,0,3,1,1,20.08
0.0,4,0.0,43.21,1,0,0,16.79,1,1,0,0,0.0,0,1,1,0.0,0,0,0,140,3.08,0,3,1,1,10.2
639.34,4,247.99,66.39,1,0,0,54.52,1,1,1,0,391.35,3,1,1,237010.0,1,1,1,686,36.72,0,3,1,1,21.13
1302.22,5,835.44,73.21,2,1,1,72.46,1,1,1,0,466.78,3,1,1,11877.0,0,1,0,874,111.04,1,3,1,1,10.81
658.98,6,601.91,70.79,3,1,1,65.87,1,1,0,1,57.08,3,1,1,2936.01,1,1,1,955,8.27,0,3,1,1,27.15
95.89,4,89.67,64.42,3,0,0,55.0,1,1,0,1,6.21,3,1,1,1.22,1,0,1,920,6.99,0,3,1,1,21.48
207.54,0,188.43,47.65,2,0,0,36.48,1,1,0,0,19.11,3,0,1,275.4,1,0,0,451,27.38,1,0,1,1,15.74
723.0,0,385.0,68.61,3,0,0,62.52,1,1,0,0,338.0,3,0,1,4661.0,1,1,0,810,66.6,1,3,1,1,23.74
0.0,5,0.0,43.78,0,0,0,16.46,0,1,0,0,0.0,0,1,1,0.0,0,0,0,74,14.79,0,3,1,1,0.0
494.5,5,342.2,63.15,3,0,1,46.3,1,1,0,0,152.3,3,1,1,3552.27,1,1,1,917,29.06,1,3,1,1,26.74
175.0,4,0.0,43.23,0,0,0,22.2,1,1,0,0,0.0,0,1,1,0.0,0,1,0,79,24.17,1,3,1,1,0.0
0.0,0,0.0,31.09,1,0,0,0.33,0,0,0,0,0.0,3,0,0,0.0,0,0,0,0,250.68,0,3,1,0,16.02
2057.99,4,1885.77,64.76,1,1,0,66.11,1,1,0,0,172.23,0,1,1,8434.52,1,1,0,86,176.8,1,3,1,1,17.2
0.0,4,0.0,57.28,2,1,1,45.97,1,1,1,0,246.9,3,1,1,22899.4,0,1,1,954,12.08,1,3,1,1,14.26
0.0,0,0.0,42.07,0,0,0,12.59,0,1,0,0,0.0,0,0,1,0.0,0,0,0,93,45.81,0,3,1,1,0.0
97.44,0,34.26,67.32,3,1,1,62.55,1,1,1,1,63.18,3,0,1,406.46,0,1,1,1041,10.45,1,3,1,1,21.05
0.0,0,0.0,38.3,2,0,0,14.71,0,0,0,0,0.0,0,0,0,0.0,0,0,0,134,41.87,0,3,1,0,30.23
0.0,6,0.0,47.72,2,1,1,23.35,1,1,0,0,0.0,3,1,0,0.0,0,0,1,977,1.48,0,3,1,1,20.57
0.0,0,0.0,24.67,2,0,1,2.75,1,1,0,0,0.0,3,0,1,0.0,0,0,0,489,0.78,0,3,1,1,25.7
0.0,4,12.36,41.22,1,0,0,21.9,0,1,1,0,0.0,3,1,1,296.72,0,1,0,680,1.6,0,3,1,1,18.77
1368.0,0,756.0,52.96,4,0,0,41.53,1,1,1,0,612.0,3,0,1,278052.0,1,1,1,246,25.86,1,3,1,1,34.68
0.0,0,0.0,40.24,0,0,0,17.64,1,1,0,0,0.0,0,0,1,0.0,1,0,0,145,56.97,1,3,1,1,0.0
1.36,0,0.52,44.33,3,0,1,27.06,1,1,1,0,0.84,3,0,1,117.39,1,1,0,957,0.15,1,3,1,1,22.33
13.86,4,13.86,47.63,2,1,0,31.32,0,1,0,0,0.03,3,1,0,9.89,0,1,1,370,3.09,0,3,1,1,16.49
598.07,3,515.32,54.51,2,1,0,29.93,1,1,0,0,82.76,3,1,1,11800.0,1,1,0,676,69.32,1,3,1,1,13.44
52.28,4,16.89,61.41,2,0,1,53.28,1,1,1,0,35.4,3,1,1,0.0,0,1,0,758,5.18,1,3,1,1,26.33
0.0,4,0.0,36.78,0,0,0,0.0,0,0,0,0,0.0,0,1,0,0.0,0,0,0,136,7.03,0,3,1,0,21.71
278.04,0,112.7,53.61,2,0,1,36.03,1,1,0,0,165.34,3,0,1,11.89,1,1,1,1166,7.49,1,3,1,1,22.83
292.31,4,164.6,53.91,3,0,0,37.45,1,1,0,0,127.71,3,1,1,0.0,0,0,0,786,12.65,0,3,1,1,22.41
151.7,0,1.73,37.71,1,1,0,9.03,1,1,0,0,149.97,0,0,1,0.0,0,0,0,169,8.98,0,3,1,1,31.6
174.98,4,139.9,47.97,2,0,0,36.06,1,1,0,0,35.08,3,1,1,94.86,0,0,0,495,21.53,0,3,1,1,16.22
32.27,0,20.14,55.93,1,0,0,40.41,1,0,0,0,2.14,3,0,0,17360.7,0,0,0,749,1.65,1,3,1,1,20.17
0.0,0,0.0,31.92,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,65,16.16,0,3,1,0,16.76
687.52,0,222.27,67.46,2,0,0,60.16,1,1,0,0,465.26,3,0,1,6255.79,1,0,0,700,96.58,1,3,1,1,22.56
0.0,0,0.0,32.9,0,0,0,0.33,0,0,0,0,0.0,0,0,0,0.0,0,0,0,74,31.99,0,1,1,0,0.0
124.72,4,118.11,52.33,4,0,1,37.21,1,1,1,0,6.62,3,1,1,378.75,1,0,1,663,4.75,0,3,1,1,22.62
412.0,4,256.0,59.04,3,1,1,33.52,1,1,0,0,156.0,3,1,1,3.0,0,0,1,763,4.19,1,3,1,1,12.28
171.27,0,79.62,39.5,1,0,0,9.3,1,1,0,0,91.65,3,0,1,0.0,0,1,0,545,6.28,0,0,1,1,11.97
0.0,4,0.0,54.36,2,1,0,44.61,1,1,0,0,0.0,3,1,1,0.0,0,1,1,695,25.29,0,3,1,1,16.83
0.0,0,0.0,31.14,2,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,311,6.61,0,1,1,0,13.09
0.0,4,0.0,46.25,2,0,0,16.79,0,1,0,0,0.0,0,1,1,0.0,0,0,0,72,60.47,0,3,1,1,29.76
1590.0,4,850.0,57.93,4,1,1,35.28,1,1,1,0,740.0,3,1,1,0.0,0,0,1,877,36.74,1,3,1,1,34.18
0.0,0,0.0,60.53,1,1,1,28.03,1,1,1,0,0.0,3,0,1,0.0,0,0,0,934,3.63,0,3,1,1,6.99
0.0,9,0.0,36.46,0,0,1,4.14,1,1,0,0,0.0,3,1,1,0.0,0,1,0,577,6.16,1,3,1,1,9.14
0.0,4,0.0,57.66,2,0,0,57.78,1,1,0,0,0.0,3,1,1,0.0,0,0,1,484,564.08,1,3,1,1,29.27
0.0,7,0.0,36.97,2,0,0,4.32,1,1,0,0,0.0,3,1,1,0.0,0,0,1,852,1.32,0,3,1,1,20.83
0.0,5,0.0,58.42,2,0,0,56.48,1,1,0,0,0.0,3,1,1,0.0,1,1,0,345,1023.72,0,0,1,1,25.56
130.64,6,125.74,50.64,2,0,0,29.81,0,1,0,0,4.91,0,1,0,540.93,0,0,0,595,26.69,0,3,1,1,21.38
0.0,0,0.0,34.55,2,0,0,1.57,1,0,0,0,0.0,3,0,0,0.0,0,0,0,868,7.53,0,3,1,1,24.01
1433.53,5,1057.82,37.25,2,0,0,6.43,0,0,0,0,375.71,3,1,0,1007.78,0,1,0,627,32.66,0,3,1,1,26.53
0.0,5,0.0,54.57,2,0,0,14.59,0,1,0,0,0.0,3,1,1,0.0,1,0,0,614,699.28,0,3,1,0,23.67
59000.0,4,2000.0,61.7,3,0,0,45.55,1,1,0,0,57000.0,3,1,1,621000.0,1,1,1,535,446.51,0,3,1,1,37.61
0.0,0,0.0,30.59,1,0,0,0.0,0,0,1,0,0.0,3,0,0,0.0,0,0,0,268,7.57,0,0,1,0,28.44
255.16,3,128.79,46.38,2,1,0,23.35,1,1,0,0,126.37,3,1,1,3567.12,0,0,0,599,39.82,1,3,1,1,24.19
0.0,0,0.0,41.29,0,0,0,16.46,0,1,0,0,0.0,0,0,1,0.0,0,0,0,43,34.2,0,1,0,1,0.0
0.0,4,0.0,59.7,2,1,1,39.02,1,1,0,0,0.0,3,1,1,0.0,0,1,0,930,1.39,0,3,1,1,14.4
0.0,6,0.0,37.84,1,0,0,12.08,0,1,0,0,0.0,3,1,1,0.0,0,0,0,509,3.04,0,3,1,1,25.62
466.63,0,88.86,53.65,2,0,0,36.67,1,1,0,0,377.77,3,0,1,0.0,0,1,0,634,70.83,0,3,1,1,18.81
610.5,3,581.12,61.69,2,1,1,65.57,1,1,0,0,29.39,3,1,1,17756.3,1,1,1,1391,14.59,1,3,1,1,12.07
507.99,7,463.31,61.78,4,0,1,42.95,1,1,1,1,44.68,3,1,1,10.59,1,1,1,904,7.49,0,3,1,1,27.1
39.64,0,0.0,42.67,2,0,0,13.35,1,0,0,0,0.0,3,0,0,0.0,0,0,0,686,6.68,0,3,1,0,22.33
0.0,4,0.0,56.94,2,0,1,42.86,0,1,0,0,0.0,3,1,1,0.0,1,0,0,808,45.62,1,3,1,1,21.08
0.0,3,0.0,61.75,2,0,1,60.01,1,1,1,0,0.0,3,1,1,0.0,1,1,1,347,1964.23,0,3,1,1,21.29
0.0,4,0.0,60.98,3,1,0,59.14,1,1,1,0,0.0,3,1,1,0.0,1,1,1,1121,45.57,1,3,1,1,22.56
108.48,4,97.88,48.37,2,0,1,26.25,1,1,0,0,10.6,3,1,1,1190.95,0,1,1,779,6.9,0,3,1,1,14.38
0.0,5,0.0,79.58,3,1,1,72.4,1,1,1,0,213.0,3,1,1,40358.0,1,1,1,1152,38.46,1,3,1,1,22.12
2071.03,3,1551.75,51.3,2,0,0,33.04,0,1,1,0,519.29,3,1,0,0.0,0,1,1,950,20.96,0,3,1,1,24.76
2554.52,0,1436.77,68.75,0,1,1,70.01,1,1,0,0,1117.75,0,0,1,0.0,1,0,1,113,451.71,0,3,1,1,0.0
171.44,0,117.33,61.07,0,0,0,58.44,1,1,0,0,54.11,0,0,1,32.91,1,0,1,99,23.51,1,3,1,1,14.76
